 sum | year |                                               instnm                                               
     | 2011 | Environmental Technical Institute-Itasca
     | 2012 | Environmental Technical Institute-Itasca
     | 2010 | Epic Bible College
     | 2011 | Epic Bible College
     | 2012 | Epic Bible College
     | 2006 | Episcopal Divinity School
     | 2007 | Episcopal Divinity School
     | 2008 | Episcopal Divinity School
     | 2009 | Episcopal Divinity School
     | 2010 | Episcopal Divinity School
     | 2011 | Episcopal Divinity School
     | 2012 | Episcopal Divinity School
     | 2006 | Episcopal School of Nursing
     | 2007 | Episcopal School of Nursing
     | 2008 | Eric Fisher Academy
     | 2009 | Eric Fisher Academy
     | 2010 | Eric Fisher Academy
     | 2011 | Eric Fisher Academy
     | 2012 | Eric Fisher Academy
     | 2008 | Erie 1 BOCES
   0 | 2009 | Erie 1 BOCES
     | 2010 | Erie 1 BOCES
     | 2011 | Erie 1 BOCES
     | 2012 | Erie 1 BOCES
     | 2006 | Erie 1 BOCES-Practical Nursing Program
     | 2007 | Erie 1 BOCES-Practical Nursing Program
   0 | 2006 | Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program
   0 | 2007 | Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program
   0 | 2008 | Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program
   0 | 2009 | Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program
     | 2010 | Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program
   0 | 2011 | Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program
     | 2012 | Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program
   0 | 2006 | Erie Business Center
     | 2007 | Erie Business Center
     | 2008 | Erie Business Center
     | 2009 | Erie Business Center
     | 2010 | Erie Business Center-Erie
   0 | 2011 | Erie Business Center-Erie
   0 | 2012 | Erie Business Center-Erie
     | 2010 | Erie Business Center-New Castle
     | 2011 | Erie Business Center-New Castle
     | 2012 | Erie Business Center-New Castle
     | 2006 | Erie Business Center-South
     | 2007 | Erie Business Center-South
     | 2008 | Erie Business Center-South
     | 2009 | Erie Business Center-South
   0 | 2006 | Erie Community College
   0 | 2007 | Erie Community College
     | 2008 | Erie Community College
     | 2009 | Erie Community College
   0 | 2010 | Erie Community College
   0 | 2011 | Erie Community College
   2 | 2012 | Erie Community College
     | 2006 | Erie Institute of Technology Inc
     | 2007 | Erie Institute of Technology Inc
     | 2008 | Erie Institute of Technology Inc
     | 2009 | Erie Institute of Technology Inc
     | 2010 | Erie Institute of Technology Inc
     | 2011 | Erie Institute of Technology Inc
     | 2012 | Erie Institute of Technology Inc
     | 2006 | Erikson Institute
     | 2007 | Erikson Institute
     | 2008 | Erikson Institute
     | 2009 | Erikson Institute
     | 2010 | Erikson Institute
     | 2011 | Erikson Institute
     | 2012 | Erikson Institute
   0 | 2010 | Erskine College
   0 | 2011 | Erskine College
   2 | 2012 | Erskine College
   0 | 2006 | Erskine College and Seminary
   0 | 2007 | Erskine College and Seminary
   0 | 2008 | Erskine College and Seminary
   0 | 2009 | Erskine College and Seminary
     | 2008 | Escuela De Troqueleria Y Herramentaje
     | 2009 | Escuela De Troqueleria Y Herramentaje
     | 2010 | Escuela De Troqueleria Y Herramentaje
     | 2011 | Escuela De Troqueleria Y Herramentaje
     | 2012 | Escuela De Troqueleria Y Herramentaje
     | 2006 | Escuela Hotelera de San Juan
     | 2007 | Escuela Hotelera de San Juan
     | 2008 | Escuela Hotelera de San Juan
   0 | 2009 | Escuela Hotelera de San Juan
     | 2010 | Escuela Hotelera de San Juan
     | 2011 | Escuela Hotelera de San Juan
     | 2012 | Escuela Hotelera de San Juan
     | 2006 | Escuela Tecnica de Electricidad
     | 2007 | Escuela Tecnica de Electricidad
     | 2008 | Escuela Tecnica de Electricidad
     | 2009 | Escuela Tecnica de Electricidad
     | 2010 | Escuela Tecnica de Electricidad
     | 2011 | Escuela Tecnica de Electricidad
     | 2012 | Escuela Tecnica de Electricidad
     | 2006 | Escuela de Artes Plasticas de Puerto Rico
     | 2007 | Escuela de Artes Plasticas de Puerto Rico
     | 2008 | Escuela de Artes Plasticas de Puerto Rico
     | 2009 | Escuela de Artes Plasticas de Puerto Rico
     | 2010 | Escuela de Artes Plasticas de Puerto Rico
     | 2011 | Escuela de Artes Plasticas de Puerto Rico
     | 2012 | Escuela de Artes Plasticas de Puerto Rico
   0 | 2010 | Escuela de Peritos Electricistas de Isabela Inc
     | 2011 | Escuela de Peritos Electricistas de Isabela Inc
     | 2012 | Escuela de Peritos Electricistas de Isabela Inc
     | 2006 | Escuela de Peritos Electricitas de Isabela
     | 2007 | Escuela de Peritos Electricitas de Isabela
     | 2008 | Escuela de Peritos Electricitas de Isabela
     | 2009 | Escuela de Peritos Electricitas de Isabela
   0 | 2006 | Essex County College
   4 | 2007 | Essex County College
   0 | 2008 | Essex County College
   1 | 2009 | Essex County College
   0 | 2010 | Essex County College
   1 | 2011 | Essex County College
   2 | 2012 | Essex County College
     | 2010 | Estelle Skin Care and Spa Institute
     | 2011 | Estelle Skin Care and Spa Institute
     | 2012 | Estelle Skin Care and Spa Institute
     | 2006 | Estes Institute of Cosmetology Arts and Science
     | 2007 | Estes Institute of Cosmetology Arts and Science
     | 2008 | Estes Institute of Cosmetology Arts and Science
     | 2009 | Estes Institute of Cosmetology Arts and Science
     | 2010 | Estes Institute of Cosmetology Arts and Science
     | 2011 | Estes Institute of Cosmetology Arts and Science
     | 2012 | Estes Institute of Cosmetology Arts and Science
     | 2006 | Esthetics Institute at Concord Academy
     | 2007 | Esthetics Institute at Concord Academy
     | 2008 | Esthetiques Cosmetology Institute
     | 2009 | Esthetiques Cosmetology Institute
     | 2010 | Esthetiques Cosmetology Institute
     | 2011 | Esthetiques Cosmetology Institute
     | 2012 | Esthetiques Cosmetology Institute
     | 2006 | Estrella Mountain Community College
     | 2007 | Estrella Mountain Community College
     | 2008 | Estrella Mountain Community College
     | 2009 | Estrella Mountain Community College
     | 2010 | Estrella Mountain Community College
     | 2011 | Estrella Mountain Community College
   0 | 2012 | Estrella Mountain Community College
     | 2010 | Eternity Cosmetology School
     | 2011 | Eternity Cosmetology School
     | 2012 | Eternity Cosmetology School
     | 2006 | Euclid Beauty College
     | 2007 | Euclid Beauty College
     | 2008 | Euclid Beauty College
     | 2009 | Euclid Beauty College
     | 2006 | Eugene Bible College
     | 2007 | Eugene Bible College
     | 2008 | Eugene Bible College
     | 2009 | Eugene Bible College
     | 2006 | Euphoria Institute of Beauty Arts & Sciences
     | 2007 | Euphoria Institute of Beauty Arts & Sciences
     | 2008 | Euphoria Institute of Beauty Arts & Sciences
     | 2009 | Euphoria Institute of Beauty Arts & Sciences
   0 | 2010 | Euphoria Institute of Beauty Arts & Sciences-Green Valley
     | 2011 | Euphoria Institute of Beauty Arts & Sciences-Green Valley
     | 2012 | Euphoria Institute of Beauty Arts & Sciences-Green Valley
     | 2010 | Euphoria Institute of Beauty Arts & Sciences-Las Vegas
     | 2011 | Euphoria Institute of Beauty Arts & Sciences-Las Vegas
     | 2012 | Euphoria Institute of Beauty Arts & Sciences-Las Vegas
     | 2010 | Euphoria Institute of Beauty Arts & Sciences-Summerlin
     | 2011 | Euphoria Institute of Beauty Arts & Sciences-Summerlin
     | 2012 | Euphoria Institute of Beauty Arts & Sciences-Summerlin
     | 2006 | Eureka College
     | 2007 | Eureka College
     | 2008 | Eureka College
     | 2009 | Eureka College
     | 2010 | Eureka College
   0 | 2011 | Eureka College
     | 2012 | Eureka College
     | 2010 | Eureka Institute of Health and Beauty
     | 2011 | Eureka Institute of Health and Beauty
   0 | 2012 | Eureka Institute of Health and Beauty
     | 2008 | European Academy of Cosmetology and Hairdressing
     | 2009 | European Academy of Cosmetology and Hairdressing
     | 2010 | European Academy of Cosmetology and Hairdressing
     | 2011 | European Academy of Cosmetology and Hairdressing
     | 2012 | European Academy of Cosmetology and Hairdressing
     | 2006 | European Academy of Cosmetology-Union
     | 2007 | European Academy of Cosmetology-Union
     | 2008 | European Academy of Cosmetology-Union
     | 2009 | European Academy of Cosmetology-Union
     | 2006 | European Massage Therapy School
     | 2007 | European Massage Therapy School
     | 2008 | European Massage Therapy School
     | 2009 | European Massage Therapy School
     | 2010 | European Massage Therapy School-Las Vegas
     | 2011 | European Massage Therapy School-Las Vegas
     | 2012 | European Massage Therapy School-Las Vegas
     | 2010 | European Massage Therapy School-Skokie
     | 2011 | European Massage Therapy School-Skokie
     | 2012 | European Massage Therapy School-Skokie
     | 2006 | Evangel University
     | 2007 | Evangel University
     | 2008 | Evangel University
     | 2009 | Evangel University
     | 2010 | Evangel University
     | 2011 | Evangel University
     | 2012 | Evangel University
   0 | 2006 | Evangelical Theological Seminary
   0 | 2007 | Evangelical Theological Seminary
     | 2008 | Evangelical Theological Seminary
     | 2009 | Evangelical Theological Seminary
     | 2010 | Evangelical Theological Seminary
     | 2011 | Evangelical Theological Seminary
     | 2012 | Evangelical Theological Seminary
     | 2006 | Evans Hairstyling College
     | 2007 | Evans Hairstyling College
     | 2008 | Evans Hairstyling College
     | 2009 | Evans Hairstyling College
     | 2010 | Evans Hairstyling College-Cedar City
     | 2011 | Evans Hairstyling College-Cedar City
     | 2012 | Evans Hairstyling College-Cedar City
     | 2010 | Evans Hairstyling College-Rexburg
     | 2011 | Evans Hairstyling College-Rexburg
     | 2012 | Evans Hairstyling College-Rexburg
     | 2010 | Evans Hairstyling College-St George
